1970-07-15,45-07-15
1970-07-16,45-07-16
1970-07-17,45-07-17
1970-07-18,45-07-18
1970-07-19,45-07-19
1970-07-20,45-07-20
1970-07-21,45-07-21
1970-07-22,45-07-22
1970-07-23,45-07-23
1970-07-24,45-07-24
1970-07-25,45-07-25
1970-07-26,45-07-26
1970-07-27,45-07-27
1970-07-28,45-07-28
1970-07-29,45-07-29
1970-07-30,45-07-30
1970-07-31,45-07-31
1970-08-01,45-08-01
1970-08-02,45-08-02
1970-08-03,45-08-03
1970-08-04,45-08-04
1970-08-05,45-08-05
1970-08-06,45-08-06
1970-08-07,45-08-07
1970-08-08,45-08-08
1970-08-09,45-08-09
1970-08-10,45-08-10
1970-08-11,45-08-11
1970-08-12,45-08-12
1970-08-13,45-08-13
1970-08-14,45-08-14
1970-08-15,45-08-15
1970-08-16,45-08-16
1970-08-17,45-08-17
1970-08-18,45-08-18
1970-08-19,45-08-19
1970-08-20,45-08-20
1970-08-21,45-08-21
1970-08-22,45-08-22
1970-08-23,45-08-23
1970-08-24,45-08-24
1970-08-25,45-08-25
1970-08-26,45-08-26
1970-08-27,45-08-27
1970-08-28,45-08-28
1970-08-29,45-08-29
1970-08-30,45-08-30
1970-08-31,45-08-31
1970-09-01,45-09-01
1970-09-02,45-09-02
1970-09-03,45-09-03
1970-09-04,45-09-04
1970-09-05,45-09-05
1970-09-06,45-09-06
1970-09-07,45-09-07
1970-09-08,45-09-08
1970-09-09,45-09-09
1970-09-10,45-09-10
1970-09-11,45-09-11
1970-09-12,45-09-12
1970-09-13,45-09-13
1970-09-14,45-09-14
1970-09-15,45-09-15
1970-09-16,45-09-16
1970-09-17,45-09-17
1970-09-18,45-09-18
1970-09-19,45-09-19
1970-09-20,45-09-20
1970-09-21,45-09-21
1970-09-22,45-09-22
1970-09-23,45-09-23
1970-09-24,45-09-24
1970-09-25,45-09-25
1970-09-26,45-09-26
1970-09-27,45-09-27
1970-09-28,45-09-28
1970-09-29,45-09-29
1970-09-30,45-09-30
1970-10-01,45-10-01
1970-10-02,45-10-02
1970-10-03,45-10-03
1970-10-04,45-10-04
1970-10-05,45-10-05
1970-10-06,45-10-06
1970-10-07,45-10-07
1970-10-08,45-10-08
1970-10-09,45-10-09
1970-10-10,45-10-10
1970-10-11,45-10-11
1970-10-12,45-10-12
1970-10-13,45-10-13
1970-10-14,45-10-14
1970-10-15,45-10-15
1970-10-16,45-10-16
1970-10-17,45-10-17
1970-10-18,45-10-18
1970-10-19,45-10-19
1970-10-20,45-10-20
1970-10-21,45-10-21
1970-10-22,45-10-22
1970-10-23,45-10-23
1970-10-24,45-10-24
1970-10-25,45-10-25
1970-10-26,45-10-26
1970-10-27,45-10-27
1970-10-28,45-10-28
1970-10-29,45-10-29
1970-10-30,45-10-30
1970-10-31,45-10-31
1970-11-01,45-11-01
1970-11-02,45-11-02
1970-11-03,45-11-03
1970-11-04,45-11-04
1970-11-05,45-11-05
1970-11-06,45-11-06
1970-11-07,45-11-07
1970-11-08,45-11-08
1970-11-09,45-11-09
1970-11-10,45-11-10
1970-11-11,45-11-11
1970-11-12,45-11-12
1970-11-13,45-11-13
1970-11-14,45-11-14
1970-11-15,45-11-15
1970-11-16,45-11-16
1970-11-17,45-11-17
1970-11-18,45-11-18
1970-11-19,45-11-19
1970-11-20,45-11-20
1970-11-21,45-11-21
1970-11-22,45-11-22
1970-11-23,45-11-23
1970-11-24,45-11-24
1970-11-25,45-11-25
1970-11-26,45-11-26
1970-11-27,45-11-27
1970-11-28,45-11-28
1970-11-29,45-11-29
1970-11-30,45-11-30
1970-12-01,45-12-01
1970-12-02,45-12-02
1970-12-03,45-12-03
1970-12-04,45-12-04
1970-12-05,45-12-05
1970-12-06,45-12-06
1970-12-07,45-12-07
1970-12-08,45-12-08
1970-12-09,45-12-09
1970-12-10,45-12-10
1970-12-11,45-12-11
1970-12-12,45-12-12
1970-12-13,45-12-13
1970-12-14,45-12-14
1970-12-15,45-12-15
1970-12-16,45-12-16
1970-12-17,45-12-17
1970-12-18,45-12-18
1970-12-19,45-12-19
1970-12-20,45-12-20
1970-12-21,45-12-21
1970-12-22,45-12-22
1970-12-23,45-12-23
1970-12-24,45-12-24
1970-12-25,45-12-25
1970-12-26,45-12-26
1970-12-27,45-12-27
1970-12-28,45-12-28
1970-12-29,45-12-29
1970-12-30,45-12-30
1970-12-31,45-12-31
1971-01-01,46-01-01
1971-01-02,46-01-02
1971-01-03,46-01-03
1971-01-04,46-01-04
1971-01-05,46-01-05
1971-01-06,46-01-06
1971-01-07,46-01-07
1971-01-08,46-01-08
1971-01-09,46-01-09
1971-01-10,46-01-10
1971-01-11,46-01-11
1971-01-12,46-01-12
1971-01-13,46-01-13
1971-01-14,46-01-14
1971-01-15,46-01-15
1971-01-16,46-01-16
1971-01-17,46-01-17
1971-01-18,46-01-18
1971-01-19,46-01-19
1971-01-20,46-01-20
1971-01-21,46-01-21
1971-01-22,46-01-22
1971-01-23,46-01-23
1971-01-24,46-01-24
1971-01-25,46-01-25
1971-01-26,46-01-26
1971-01-27,46-01-27
1971-01-28,46-01-28
1971-01-29,46-01-29
1971-01-30,46-01-30
1971-01-31,46-01-31
1971-02-01,46-02-01
1971-02-02,46-02-02
1971-02-03,46-02-03
1971-02-04,46-02-04
1971-02-05,46-02-05
1971-02-06,46-02-06
1971-02-07,46-02-07
1971-02-08,46-02-08
1971-02-09,46-02-09
1971-02-10,46-02-10
1971-02-11,46-02-11
1971-02-12,46-02-12
1971-02-13,46-02-13
1971-02-14,46-02-14
1971-02-15,46-02-15
1971-02-16,46-02-16
1971-02-17,46-02-17
1971-02-18,46-02-18
1971-02-19,46-02-19
1971-02-20,46-02-20
1971-02-21,46-02-21
1971-02-22,46-02-22
1971-02-23,46-02-23
1971-02-24,46-02-24
1971-02-25,46-02-25
1971-02-26,46-02-26
1971-02-27,46-02-27
1971-02-28,46-02-28
1971-03-01,46-03-01
1971-03-02,46-03-02
1971-03-03,46-03-03
1971-03-04,46-03-04
1971-03-05,46-03-05
1971-03-06,46-03-06
1971-03-07,46-03-07
1971-03-08,46-03-08
1971-03-09,46-03-09
1971-03-10,46-03-10
1971-03-11,46-03-11
1971-03-12,46-03-12
1971-03-13,46-03-13
1971-03-14,46-03-14
1971-03-15,46-03-15
1971-03-16,46-03-16
1971-03-17,46-03-17
1971-03-18,46-03-18
1971-03-19,46-03-19
1971-03-20,46-03-20
1971-03-21,46-03-21
1971-03-22,46-03-22
1971-03-23,46-03-23
1971-03-24,46-03-24
1971-03-25,46-03-25
1971-03-26,46-03-26
1971-03-27,46-03-27
1971-03-28,46-03-28
1971-03-29,46-03-29
1971-03-30,46-03-30
1971-03-31,46-03-31
1971-04-01,46-04-01
1971-04-02,46-04-02
1971-04-03,46-04-03
1971-04-04,46-04-04
1971-04-05,46-04-05
1971-04-06,46-04-06
1971-04-07,46-04-07
1971-04-08,46-04-08
1971-04-09,46-04-09
1971-04-10,46-04-10
1971-04-11,46-04-11
1971-04-12,46-04-12
1971-04-13,46-04-13
1971-04-14,46-04-14
1971-04-15,46-04-15
1971-04-16,46-04-16
1971-04-17,46-04-17
1971-04-18,46-04-18
1971-04-19,46-04-19
1971-04-20,46-04-20
1971-04-21,46-04-21
1971-04-22,46-04-22
1971-04-23,46-04-23
1971-04-24,46-04-24
1971-04-25,46-04-25
1971-04-26,46-04-26
1971-04-27,46-04-27
1971-04-28,46-04-28
1971-04-29,46-04-29
1971-04-30,46-04-30
1971-05-01,46-05-01
1971-05-02,46-05-02
1971-05-03,46-05-03
1971-05-04,46-05-04
1971-05-05,46-05-05
1971-05-06,46-05-06
1971-05-07,46-05-07
1971-05-08,46-05-08
1971-05-09,46-05-09
1971-05-10,46-05-10
1971-05-11,46-05-11
1971-05-12,46-05-12
1971-05-13,46-05-13
1971-05-14,46-05-14
1971-05-15,46-05-15
1971-05-16,46-05-16
1971-05-17,46-05-17
1971-05-18,46-05-18
1971-05-19,46-05-19
1971-05-20,46-05-20
1971-05-21,46-05-21
1971-05-22,46-05-22
1971-05-23,46-05-23
1971-05-24,46-05-24
1971-05-25,46-05-25
1971-05-26,46-05-26
1971-05-27,46-05-27
1971-05-28,46-05-28
1971-05-29,46-05-29
1971-05-30,46-05-30
1971-05-31,46-05-31
1971-06-01,46-06-01
1971-06-02,46-06-02
1971-06-03,46-06-03
1971-06-04,46-06-04
1971-06-05,46-06-05
1971-06-06,46-06-06
1971-06-07,46-06-07
1971-06-08,46-06-08
1971-06-09,46-06-09
1971-06-10,46-06-10
1971-06-11,46-06-11
1971-06-12,46-06-12
1971-06-13,46-06-13
1971-06-14,46-06-14
1971-06-15,46-06-15
1971-06-16,46-06-16
1971-06-17,46-06-17
1971-06-18,46-06-18
1971-06-19,46-06-19
1971-06-20,46-06-20
1971-06-21,46-06-21
1971-06-22,46-06-22
1971-06-23,46-06-23
1971-06-24,46-06-24
1971-06-25,46-06-25
1971-06-26,46-06-26
1971-06-27,46-06-27
1971-06-28,46-06-28
1971-06-29,46-06-29
1971-06-30,46-06-30
1971-07-01,46-07-01
1971-07-02,46-07-02
1971-07-03,46-07-03
1971-07-04,46-07-04
1971-07-05,46-07-05
1971-07-06,46-07-06
1971-07-07,46-07-07
1971-07-08,46-07-08
1971-07-09,46-07-09
1971-07-10,46-07-10
1971-07-11,46-07-11
1971-07-12,46-07-12
1971-07-13,46-07-13
1971-07-14,46-07-14
1971-07-15,46-07-15
1971-07-16,46-07-16
1971-07-17,46-07-17
1971-07-18,46-07-18
1971-07-19,46-07-19
1971-07-20,46-07-20
1971-07-21,46-07-21
1971-07-22,46-07-22
1971-07-23,46-07-23
1971-07-24,46-07-24
1971-07-25,46-07-25
1971-07-26,46-07-26
1971-07-27,46-07-27
1971-07-28,46-07-28
1971-07-29,46-07-29
1971-07-30,46-07-30
1971-07-31,46-07-31
1971-08-01,46-08-01
1971-08-02,46-08-02
1971-08-03,46-08-03
1971-08-04,46-08-04
1971-08-05,46-08-05
1971-08-06,46-08-06
1971-08-07,46-08-07
1971-08-08,46-08-08
1971-08-09,46-08-09
1971-08-10,46-08-10
1971-08-11,46-08-11
1971-08-12,46-08-12
1971-08-13,46-08-13
1971-08-14,46-08-14
1971-08-15,46-08-15
1971-08-16,46-08-16
1971-08-17,46-08-17
1971-08-18,46-08-18
1971-08-19,46-08-19
1971-08-20,46-08-20
1971-08-21,46-08-21
1971-08-22,46-08-22
1971-08-23,46-08-23
1971-08-24,46-08-24
1971-08-25,46-08-25
1971-08-26,46-08-26
1971-08-27,46-08-27
1971-08-28,46-08-28
1971-08-29,46-08-29
1971-08-30,46-08-30
1971-08-31,46-08-31
1971-09-01,46-09-01
1971-09-02,46-09-02
1971-09-03,46-09-03
1971-09-04,46-09-04
1971-09-05,46-09-05
1971-09-06,46-09-06
1971-09-07,46-09-07
1971-09-08,46-09-08
1971-09-09,46-09-09
1971-09-10,46-09-10
1971-09-11,46-09-11
1971-09-12,46-09-12
1971-09-13,46-09-13
1971-09-14,46-09-14
1971-09-15,46-09-15
1971-09-16,46-09-16
1971-09-17,46-09-17
1971-09-18,46-09-18
1971-09-19,46-09-19
1971-09-20,46-09-20
1971-09-21,46-09-21
1971-09-22,46-09-22
1971-09-23,46-09-23
1971-09-24,46-09-24
1971-09-25,46-09-25
1971-09-26,46-09-26
1971-09-27,46-09-27
1971-09-28,46-09-28
1971-09-29,46-09-29
1971-09-30,46-09-30
1971-10-01,46-10-01
1971-10-02,46-10-02
1971-10-03,46-10-03
1971-10-04,46-10-04
1971-10-05,46-10-05
1971-10-06,46-10-06
1971-10-07,46-10-07
1971-10-08,46-10-08
1971-10-09,46-10-09
1971-10-10,46-10-10
1971-10-11,46-10-11
1971-10-12,46-10-12
1971-10-13,46-10-13
1971-10-14,46-10-14
1971-10-15,46-10-15
1971-10-16,46-10-16
1971-10-17,46-10-17
1971-10-18,46-10-18
1971-10-19,46-10-19
1971-10-20,46-10-20
1971-10-21,46-10-21
1971-10-22,46-10-22
1971-10-23,46-10-23
1971-10-24,46-10-24
1971-10-25,46-10-25
1971-10-26,46-10-26
1971-10-27,46-10-27
1971-10-28,46-10-28
1971-10-29,46-10-29
1971-10-30,46-10-30
1971-10-31,46-10-31
1971-11-01,46-11-01
1971-11-02,46-11-02
1971-11-03,46-11-03
1971-11-04,46-11-04
1971-11-05,46-11-05
1971-11-06,46-11-06
1971-11-07,46-11-07
1971-11-08,46-11-08
1971-11-09,46-11-09
1971-11-10,46-11-10
1971-11-11,46-11-11
1971-11-12,46-11-12
1971-11-13,46-11-13
1971-11-14,46-11-14
1971-11-15,46-11-15
1971-11-16,46-11-16
1971-11-17,46-11-17
1971-11-18,46-11-18
1971-11-19,46-11-19
1971-11-20,46-11-20
1971-11-21,46-11-21
1971-11-22,46-11-22
1971-11-23,46-11-23
1971-11-24,46-11-24
1971-11-25,46-11-25
1971-11-26,46-11-26
1971-11-27,46-11-27
1971-11-28,46-11-28
1971-11-29,46-11-29
1971-11-30,46-11-30
1971-12-01,46-12-01
1971-12-02,46-12-02
1971-12-03,46-12-03
1971-12-04,46-12-04
1971-12-05,46-12-05
1971-12-06,46-12-06
1971-12-07,46-12-07
1971-12-08,46-12-08
1971-12-09,46-12-09
1971-12-10,46-12-10
1971-12-11,46-12-11
1971-12-12,46-12-12
1971-12-13,46-12-13
1971-12-14,46-12-14
1971-12-15,46-12-15
1971-12-16,46-12-16
1971-12-17,46-12-17
1971-12-18,46-12-18
1971-12-19,46-12-19
1971-12-20,46-12-20
1971-12-21,46-12-21
1971-12-22,46-12-22
1971-12-23,46-12-23
1971-12-24,46-12-24
1971-12-25,46-12-25
1971-12-26,46-12-26
1971-12-27,46-12-27
1971-12-28,46-12-28
1971-12-29,46-12-29
1971-12-30,46-12-30
1971-12-31,46-12-31
1972-01-01,47-01-01
1972-01-02,47-01-02
1972-01-03,47-01-03
1972-01-04,47-01-04
1972-01-05,47-01-05
1972-01-06,47-01-06
1972-01-07,47-01-07
1972-01-08,47-01-08
1972-01-09,47-01-09
1972-01-10,47-01-10
1972-01-11,47-01-11
1972-01-12,47-01-12
1972-01-13,47-01-13
1972-01-14,47-01-14
1972-01-15,47-01-15
1972-01-16,47-01-16
1972-01-17,47-01-17
1972-01-18,47-01-18
1972-01-19,47-01-19
1972-01-20,47-01-20
1972-01-21,47-01-21
1972-01-22,47-01-22
1972-01-23,47-01-23
1972-01-24,47-01-24
1972-01-25,47-01-25
1972-01-26,47-01-26
1972-01-27,47-01-27
1972-01-28,47-01-28
1972-01-29,47-01-29
1972-01-30,47-01-30
1972-01-31,47-01-31
1972-02-01,47-02-01
1972-02-02,47-02-02
1972-02-03,47-02-03
1972-02-04,47-02-04
1972-02-05,47-02-05
1972-02-06,47-02-06
1972-02-07,47-02-07
1972-02-08,47-02-08
1972-02-09,47-02-09
1972-02-10,47-02-10
1972-02-11,47-02-11
1972-02-12,47-02-12
1972-02-13,47-02-13
1972-02-14,47-02-14
1972-02-15,47-02-15
1972-02-16,47-02-16
1972-02-17,47-02-17
1972-02-18,47-02-18
1972-02-19,47-02-19
1972-02-20,47-02-20
1972-02-21,47-02-21
1972-02-22,47-02-22
1972-02-23,47-02-23
1972-02-24,47-02-24
1972-02-25,47-02-25
1972-02-26,47-02-26
1972-02-27,47-02-27
1972-02-28,47-02-28
1972-02-29,47-02-29
1972-03-01,47-03-01
1972-03-02,47-03-02
1972-03-03,47-03-03
1972-03-04,47-03-04
1972-03-05,47-03-05
1972-03-06,47-03-06
1972-03-07,47-03-07
1972-03-08,47-03-08
1972-03-09,47-03-09
1972-03-10,47-03-10
1972-03-11,47-03-11
1972-03-12,47-03-12
1972-03-13,47-03-13
1972-03-14,47-03-14
1972-03-15,47-03-15
1972-03-16,47-03-16
1972-03-17,47-03-17
1972-03-18,47-03-18
1972-03-19,47-03-19
1972-03-20,47-03-20
1972-03-21,47-03-21
1972-03-22,47-03-22
1972-03-23,47-03-23
1972-03-24,47-03-24
1972-03-25,47-03-25
1972-03-26,47-03-26
1972-03-27,47-03-27
1972-03-28,47-03-28
1972-03-29,47-03-29
1972-03-30,47-03-30
1972-03-31,47-03-31
1972-04-01,47-04-01
1972-04-02,47-04-02
1972-04-03,47-04-03
1972-04-04,47-04-04
1972-04-05,47-04-05
1972-04-06,47-04-06
1972-04-07,47-04-07
1972-04-08,47-04-08
1972-04-09,47-04-09
1972-04-10,47-04-10
1972-04-11,47-04-11
1972-04-12,47-04-12
1972-04-13,47-04-13
1972-04-14,47-04-14
1972-04-15,47-04-15
1972-04-16,47-04-16
1972-04-17,47-04-17
1972-04-18,47-04-18
1972-04-19,47-04-19
1972-04-20,47-04-20
1972-04-21,47-04-21
1972-04-22,47-04-22
1972-04-23,47-04-23
1972-04-24,47-04-24
1972-04-25,47-04-25
1972-04-26,47-04-26
1972-04-27,47-04-27
1972-04-28,47-04-28
1972-04-29,47-04-29
1972-04-30,47-04-30
1972-05-01,47-05-01
1972-05-02,47-05-02
1972-05-03,47-05-03
1972-05-04,47-05-04
1972-05-05,47-05-05
1972-05-06,47-05-06
1972-05-07,47-05-07
1972-05-08,47-05-08
1972-05-09,47-05-09
1972-05-10,47-05-10
1972-05-11,47-05-11
1972-05-12,47-05-12
1972-05-13,47-05-13
1972-05-14,47-05-14
1972-05-15,47-05-15
1972-05-16,47-05-16
1972-05-17,47-05-17
1972-05-18,47-05-18
1972-05-19,47-05-19
1972-05-20,47-05-20
1972-05-21,47-05-21
1972-05-22,47-05-22
1972-05-23,47-05-23
1972-05-24,47-05-24
1972-05-25,47-05-25
1972-05-26,47-05-26
1972-05-27,47-05-27
1972-05-28,47-05-28
1972-05-29,47-05-29
1972-05-30,47-05-30
1972-05-31,47-05-31
1972-06-01,47-06-01
1972-06-02,47-06-02
1972-06-03,47-06-03
1972-06-04,47-06-04
1972-06-05,47-06-05
1972-06-06,47-06-06
1972-06-07,47-06-07
1972-06-08,47-06-08
1972-06-09,47-06-09
1972-06-10,47-06-10
1972-06-11,47-06-11
1972-06-12,47-06-12
1972-06-13,47-06-13
1972-06-14,47-06-14
1972-06-15,47-06-15
1972-06-16,47-06-16
1972-06-17,47-06-17
1972-06-18,47-06-18
1972-06-19,47-06-19
1972-06-20,47-06-20
1972-06-21,47-06-21
1972-06-22,47-06-22
1972-06-23,47-06-23
1972-06-24,47-06-24
1972-06-25,47-06-25
1972-06-26,47-06-26
1972-06-27,47-06-27
1972-06-28,47-06-28
1972-06-29,47-06-29
1972-06-30,47-06-30
1972-07-01,47-07-01
1972-07-02,47-07-02
1972-07-03,47-07-03
1972-07-04,47-07-04
1972-07-05,47-07-05
1972-07-06,47-07-06
1972-07-07,47-07-07
1972-07-08,47-07-08
1972-07-09,47-07-09
1972-07-10,47-07-10
1972-07-11,47-07-11
1972-07-12,47-07-12
1972-07-13,47-07-13
1972-07-14,47-07-14
1972-07-15,47-07-15
1972-07-16,47-07-16
1972-07-17,47-07-17
1972-07-18,47-07-18
1972-07-19,47-07-19
1972-07-20,47-07-20
1972-07-21,47-07-21
1972-07-22,47-07-22
1972-07-23,47-07-23
1972-07-24,47-07-24
1972-07-25,47-07-25
1972-07-26,47-07-26
1972-07-27,47-07-27
1972-07-28,47-07-28
1972-07-29,47-07-29
1972-07-30,47-07-30
1972-07-31,47-07-31
1972-08-01,47-08-01
1972-08-02,47-08-02
1972-08-03,47-08-03
1972-08-04,47-08-04
1972-08-05,47-08-05
1972-08-06,47-08-06
1972-08-07,47-08-07
1972-08-08,47-08-08
1972-08-09,47-08-09
1972-08-10,47-08-10
1972-08-11,47-08-11
1972-08-12,47-08-12
1972-08-13,47-08-13
1972-08-14,47-08-14
1972-08-15,47-08-15
1972-08-16,47-08-16
1972-08-17,47-08-17
1972-08-18,47-08-18
1972-08-19,47-08-19
1972-08-20,47-08-20
1972-08-21,47-08-21
1972-08-22,47-08-22
1972-08-23,47-08-23
1972-08-24,47-08-24
1972-08-25,47-08-25
1972-08-26,47-08-26
1972-08-27,47-08-27
1972-08-28,47-08-28
1972-08-29,47-08-29
1972-08-30,47-08-30
1972-08-31,47-08-31
1972-09-01,47-09-01
1972-09-02,47-09-02
1972-09-03,47-09-03
1972-09-04,47-09-04
1972-09-05,47-09-05
1972-09-06,47-09-06
1972-09-07,47-09-07
1972-09-08,47-09-08
1972-09-09,47-09-09
1972-09-10,47-09-10
1972-09-11,47-09-11
1972-09-12,47-09-12
1972-09-13,47-09-13
1972-09-14,47-09-14
1972-09-15,47-09-15
1972-09-16,47-09-16
1972-09-17,47-09-17
1972-09-18,47-09-18
1972-09-19,47-09-19
1972-09-20,47-09-20
1972-09-21,47-09-21
1972-09-22,47-09-22
1972-09-23,47-09-23
1972-09-24,47-09-24
1972-09-25,47-09-25
1972-09-26,47-09-26
1972-09-27,47-09-27
1972-09-28,47-09-28
1972-09-29,47-09-29
1972-09-30,47-09-30
1972-10-01,47-10-01
1972-10-02,47-10-02
1972-10-03,47-10-03
1972-10-04,47-10-04
1972-10-05,47-10-05
1972-10-06,47-10-06
1972-10-07,47-10-07
1972-10-08,47-10-08
1972-10-09,47-10-09
1972-10-10,47-10-10
1972-10-11,47-10-11
1972-10-12,47-10-12
1972-10-13,47-10-13
1972-10-14,47-10-14
1972-10-15,47-10-15
1972-10-16,47-10-16
1972-10-17,47-10-17
1972-10-18,47-10-18
1972-10-19,47-10-19
1972-10-20,47-10-20
1972-10-21,47-10-21
1972-10-22,47-10-22
1972-10-23,47-10-23
1972-10-24,47-10-24
1972-10-25,47-10-25
1972-10-26,47-10-26
1972-10-27,47-10-27
1972-10-28,47-10-28
1972-10-29,47-10-29
1972-10-30,47-10-30
1972-10-31,47-10-31
1972-11-01,47-11-01
1972-11-02,47-11-02
1972-11-03,47-11-03
1972-11-04,47-11-04
1972-11-05,47-11-05
1972-11-06,47-11-06
1972-11-07,47-11-07
1972-11-08,47-11-08
1972-11-09,47-11-09
1972-11-10,47-11-10
1972-11-11,47-11-11
1972-11-12,47-11-12
1972-11-13,47-11-13
1972-11-14,47-11-14
1972-11-15,47-11-15
1972-11-16,47-11-16
1972-11-17,47-11-17
1972-11-18,47-11-18
1972-11-19,47-11-19
1972-11-20,47-11-20
1972-11-21,47-11-21
1972-11-22,47-11-22
1972-11-23,47-11-23
1972-11-24,47-11-24
1972-11-25,47-11-25
1972-11-26,47-11-26
1972-11-27,47-11-27
1972-11-28,47-11-28
1972-11-29,47-11-29
1972-11-30,47-11-30
1972-12-01,47-12-01
1972-12-02,47-12-02
1972-12-03,47-12-03
1972-12-04,47-12-04
1972-12-05,47-12-05
1972-12-06,47-12-06
1972-12-07,47-12-07
1972-12-08,47-12-08
1972-12-09,47-12-09
1972-12-10,47-12-10
1972-12-11,47-12-11
